"ID","Afqt80","Afqt89","Afqt06"
"1254","47","47","57259"
"1255","85","85","93903"
"1256","12","16","17735"
"1257","18","23","34121"
"1258","79","73","62762"
"1259","18","21","12013"
"1260","11","11","10889"
"1261","75","74","66079"
"1262","89","87","83788"
"1263","50","68","74608"
"1264","60","66","71181"
"1265","62","62","58315"
"1266",".",".","."
"1267","45","48","59704"
"1268","92","99","98102"
"1269","72","72","52426"
"1270","69","69","80192"
"1271","29","18","28036"
"1272","32","30","37465"
"1273","56","66","68375"
"1274","51","59","73865"
"1275","2","2","519"
"1276","80","75","92033"
"1277","46","56","62239"
"1278","21","21","19149"
"1279","89","86","81419"
"1280","29","34","33843"
"1281","53","79","92277"
"1282","7","15","28888"
"1283","96","95","96091"
"1284","8","12","16366"
"1285","21","21","25934"
"1286","12","10","6841"
"1287","8","11","7088"
"1288","15","11","10393"
"1289","18","17","26637"
"1290","33","42","38983"
"1291","10","9","8107"
"1292","19","22","28932"
"1293","37","35","35191"
"1294","42","42","51781"
"1295","2","6","5190"
"1296","32","27","37982"
"1297","8","2","532"
"1298","32","37","39794"
"1299","55","53","41461"
"1300","13","12","35904"
"1301","38","32","27851"
"1302","31","21","27097"
"1303","65","64","75712"
"1304","62","71","81201"
"1305","47","39","41065"
"1306","35","39","48847"
"1307","30","30","20649"
"1308","11","11","6654"
"1309","66","62","58331"
"1310","38","48","48538"
"1311","53","51","46540"
"1312","49","42","41138"
"1313","2","1","1521"
"1314","11","4","2824"
"1315","49","49","70510"
"1316","29","27","26151"
"1317","10","15","26157"
"1318","16","17","22661"
"1319","3","5","6629"
"1320","78","99","100000"
"1321","57","42","51798"
"1322","17","18","16205"
"1323","62","80","85328"
"1324","29","25","34870"
"1325","75","80","82181"
"1326","39","44","55253"
"1327","57","53","59279"
"1328","20","12","10347"
"1329","6","6","4631"
"1330","10","9","10551"
"1331","44","57","61304"
"1332","38","44","53182"
"1333","1","1","448"
"1334","74","70","61893"
"1335","26","23","22195"
"1336",".",".","."
"1337","11","10","7949"
"1338","58","56","66383"
"1339","11","8","11492"
"1340","19","22","25124"
"1341","19","18","16803"
"1342","3","4","10129"
"1343","31","26","28553"
"1344","59","62","67442"
"1345","62","54","50722"
"1346","21","22","32361"
"1347","45","47","50056"
"1348","82","75","90144"
"1349",".",".","."
"1350",".",".","."
"1351","27","31","54619"
"1352","38","44","44286"
"1353","38","43","50963"
"1354",".",".","."
"1355",".",".","."
"1356","87","84","87399"
"1357","8","5","5401"
"1358","40","46","45132"
"1359","58","53","61346"
"1360","35","33","28956"
"1361","19","17","24454"
"1362","98","98","96033"
"1363","59","65","56984"
"1364","59","75","79925"
"1365",".",".","."
"1366","47","50","36305"
"1367","84","88","85660"
"1368","84","99","96899"
"1369","51","54","52740"
"1370","12","9","12913"
"1371","22","23","17148"
"1372",".",".","."
"1373","43","43","43702"
"1374","55","56","69216"
"1375","25","29","27373"
"1376","28","17","17999"
"1377","51","61","72864"
"1378","21","19","27402"
"1379","24","25","38627"
"1380","14","18","25147"
"1381","2","2","3013"
"1382","18","28","28114"
"1383","2","3","2991"
"1384","12","14","13400"
"1385","28","30","44576"
"1386","24","22","24991"
"1387","2","4","6394"
"1388","6","6","3922"
"1389","23","37","48443"
"1390","19","25","33299"
"1391","2","3","4819"
"1392","3","2","332"
"1393","69","73","66493"
"1394","71","55","67269"
"1395","47","37","45317"
"1396","31","37","49766"
"1397","34","42","26780"
"1398","27","26","26210"
"1399","73","63","74636"
"1400","1","1","144"
"1401","24","24","27325"
"1402","92","95","97237"
"1403","62","67","74155"
"1404","14","17","23686"
"1405",".",".","."
"1406","8","5","2946"
"1407",".",".","."
"1408","40","53","60978"
"1409","27","28","33509"
"1410","76","76","80352"
"1411","37","48","45789"
"1412","16","17","15238"
"1413","7","5","1650"
"1414","4","6","7282"
"1415","6","6","5068"
"1416","15","14","20731"
"1417","18","16","24893"
"1418","30","37","61570"
"1419","3","4","4111"
"1420","41","45","52880"
"1421","75","75","69413"
"1422","14","13","10990"
"1423","60","57","50462"
"1424",".",".","."
"1425","63","68","77186"
"1426","56","48","54506"
"1427","81","70","84308"
"1428","79","70","64816"
"1429","83","81","82219"
"1430","39","57","59004"
"1431","26","23","35119"
"1432","17","18","18811"
"1433","27","32","36667"
"1434","2","1","1985"
"1435","14","12","14857"
"1436","4","6","8681"
"1437","11","10","8625"
"1438","6","4","4199"
"1439","6","5","6415"
"1440","9","11","10283"
"1441","6","8","4354"
"1442","7","10","13340"
"1443","90","90","92833"
"1444","39","44","53272"
"1445","27","29","39305"
"1446",".",".","."
"1447",".",".","."
"1448","4","5","4007"
"1449","16","11","10664"
"1450","8","6","6269"
"1451","9","10","17810"
"1452","8","6","9502"
"1453",".",".","."
"1454","34","33","50481"
"1455","12","15","14511"
"1456","26","26","34476"
"1457",".",".","."
"1458","40","36","39235"
"1459","64","71","85258"
"1460","43","50","57318"
"1461","75","63","62549"
"1462","55","51","33171"
"1463","60","45","39391"
"1464",".",".","."
"1465","12","14","17597"
"1466","5","3","4488"
"1467","1","1","582"
"1468","46","41","36634"
"1469","26","22","20960"
"1470","56","55","64514"
"1471","22","19","15586"
"1472","15","15","15521"
"1473",".",".","."
"1474","77","64","72829"
"1475",".",".","."
"1476","29","31","39784"
"1477","46","61","48936"
"1478","65","57","54932"
"1479","94","93","97372"
"1480","4","4","3765"
"1481","54","61","49641"
"1482","3","2","2788"
"1483","1","1","4102"
"1484","4","3","2513"
"1485","1","2","3917"
"1486","32","35","33156"
"1487","47","34","42852"
"1488","14","12","10987"
"1489","6","9","9359"
"1490","16","13","19642"
"1491","14","16","14083"
"1492","66","78","82535"
"1493","45","48","65038"
"1494","54","45","51198"
"1495","30","25","19342"
"1496","80","84","89320"
"1497","88","94","95463"
"1498",".",".","."
"1499","59","50","47406"
"1500","17","28","24715"
"1501","85","94","97458"
"1502","94","92","98242"
"1503","78","84","84661"
"1504","98","94","93087"
"1505","86","80","77446"
"1506","80","81","88937"
"1507","58","49","60833"
"1508","98","92","96289"
"1509","94","85","90493"
"1510","46","54","66956"
"1511","69","64","63161"
"1512","93","82","80758"
"1513","18","24","19818"
"1514","44","48","45160"
"1515","40","42","44773"
"1516","20","15","8674"
"1517","7","9","3585"
"1518","15","16","12830"
"1519","27","41","47054"
"1520","8","7","6090"
"1521","23","18","21457"
"1522","79","78","67176"
"1523","23","28","36895"
"1524","3","3","3263"
"1525","27","25","24670"
"1526","78","88","81260"
"1527","5","3","2099"
"1528","15","13","13552"
"1529","25","34","35947"
"1530","21","22","30909"
"1531","46","40","44428"
"1532","36","35","57544"
"1533","27","22","28873"
"1534","30","23","27174"
"1535","19","25","29084"
"1536","16","19","22903"
"1537",".",".","."
"1538","28","24","30590"
"1539","66","69","77510"
"1540","32","32","48275"
"1541","25","23","22337"
"1542","14","15","15292"
"1543","13","16","19054"
"1544","27","22","23388"
"1545","11","13","8137"
"1546","26","21","19853"
"1547","55","44","43214"
"1548","38","39","40716"
"1549","22","25","30043"
"1550","63","75","60577"
"1551","33","35","25797"
"1552","32","27","24669"
"1553","91","81","79584"
"1554","57","58","52176"
"1555","68","75","69185"
"1556","59","65","69556"
"1557","25","21","19563"
"1558","64","44","60233"
"1559","22","27","25929"
"1560","26","21","21060"
"1561","46","45","55967"
"1562","73","75","81621"
"1563","95","96","95429"
"1564","80","75","84972"
"1565","69","81","89831"
"1566","65","67","65249"
"1567","84","78","70283"
"1568","58","73","79707"
"1569","60","68","72895"
"1570","42","59","59313"
"1571","56","65","77537"
"1572",".",".","."
"1573",".",".","."
"1574","81","88","90317"
"1575","48","42","33184"
"1576",".",".","."
"1577","58","58","60110"
"1578","12","17","17678"
"1579","24","17","14602"
"1580","15","18","21756"
"1581","14","11","7984"
"1582","69","62","48450"
"1583","52","46","39966"
"1584","80","76","88626"
"1585","46","44","54802"
"1586","52","61","69894"
"1587","96","91","92892"
"1588",".",".","."
"1589","64","62","64806"
"1590","26","21","22782"
"1591","30","29","33418"
"1592","22","19","27228"
"1593","30","23","14232"
"1594","49","47","41694"
"1595","35","37","44794"
"1596","1","1","637"
"1597","56","63","67922"
"1598","54","62","70988"
"1599","63","59","43417"
"1600","60","52","60940"
"1601","49","43","53921"
"1602","41","45","54571"
"1603","57","48","45157"
"1604",".",".","."
"1605","38","42","40773"
"1606","73","58","52053"
"1607","57","54","48830"
"1608","52","54","58110"
"1609","51","50","43768"
"1610","28","32","29107"
"1611","66","73","80297"
"1612","62","57","66377"
"1613","43","51","61013"
"1614",".",".","."
"1615",".",".","."
"1616","93","87","83875"
"1617","35","28","21965"
"1618","65","62","68017"
"1619","59","57","58937"
"1620","87","84","61849"
"1621","91","89","87899"
"1622","75","70","55357"
"1623","89","99","99819"
"1624","99","99","99486"
"1625","84","87","92670"
"1626","98","96","96046"
"1627","24","27","36485"
"1628","59","66","59202"
"1629","53","59","65439"
"1630","55","71","74216"
"1631","98","98","96226"
"1632","96","99","98630"
"1633","79","71","86213"
"1634","94","96","97825"
"1635","39","41","53399"
"1636","40","39","49697"
"1637","49","53","60861"
"1638","81","77","75843"
"1639","98","97","93451"
"1640","65","61","51871"
"1641","85","77","62029"
"1642","4","3","1532"
"1643",".",".","471"
"1644","38","35","43409"
"1645","16","17","16378"
"1646","14","14","21105"
"1647","49","41","42266"
"1648","14","5","2274"
"1649","5","4","2532"
"1650","10","10","13431"
"1651","71","71","71136"
"1652","91","89","94422"
"1653","83","84","60385"
"1654","68","57","47119"
"1655","58","55","42639"
"1656","59","50","51885"
"1657","89","87","91394"
"1658","86","95","95760"
"1659","49","53","61986"
"1660","24","25","20299"
"1661","13","21","26343"
"1662","62","47","60474"
"1663","23","26","36896"
"1664","14","19","19718"
"1665","74","73","83224"
"1666","13","8","6066"
"1667","40","46","65989"
"1668","58","48","49464"
"1669","63","76","84474"
"1670","94","94","96168"
"1671","77","73","73417"
"1672","58","53","69784"
"1673","26","31","29823"
"1674","17","13","18407"
"1675","89","84","81370"
"1676","80","86","91124"
"1677","56","58","70900"
"1678","86","95","93133"
"1679","58","61","63569"
"1680","44","35","36938"
"1681","49","53","57385"
"1682","28","42","39965"
"1683",".",".","."
"1684","17","13","9501"
"1685","13","19","12831"
"1686","7","8","13896"
"1687","1","1","320"
"1688","2","4","4370"
"1689","24","18","17974"
"1690","12","8","10018"
"1691","9","14","8827"
"1692","6","11","7715"
"1693","7","6","12322"
"1694","7","7","5542"
"1695","3","6","7259"
"1696","16","18","17369"
"1697","23","23","27193"
"1698","13","8","12721"
"1699","27","18","22942"
"1700","52","57","52362"
"1701",".",".","."
"1702","34","35","34645"
"1703","41","33","43083"
"1704",".",".","."
"1705","7","6","3733"
"1706","41","32","21872"
"1707","81","71","72599"
"1708","74","86","76350"
"1709","78","88","96230"
"1710","58","64","68547"
"1711",".",".","."
"1712","98","93","95513"
"1713","71","72","73632"
"1714","3","4","3804"
"1715","42","56","65144"
"1716","44","35","39531"
"1717","55","49","56157"
"1718",".",".","."
"1719","49","53","48050"
"1720","33","25","25265"
"1721","17","6","7672"
"1722","38","30","31652"
"1723","32","24","22559"
"1724","20","18","28446"
"1725","14","10","7182"
"1726","23","20","29948"
"1727","16","18","36181"
"1728","11","12","12719"
"1729","35","27","30508"
"1730","85","74","66596"
"1731","73","61","77552"
"1732","68","70","62993"
"1733","76","79","84465"
"1734","84","84","80413"
"1735","60","59","63611"
"1736","47","52","66802"
"1737","85","92","92639"
"1738","67","46","35190"
"1739","89","97","95901"
"1740","54","50","49857"
"1741","32","19","26424"
"1742","94","94","90258"
"1743","46","38","37853"
"1744","57","68","67544"
"1745","83","79","89799"
"1746","96","96","96851"
"1747","51","43","46668"
"1748","78","85","96189"
"1749","20","27","18993"
"1750","42","42","47189"
"1751","12","8","4888"
"1752","8","9","13451"
"1753","10","11","8127"
"1754","6","5","5521"
"1755","34","27","37067"
"1756","84","91","90905"
"1757",".",".","."
"1758","10","8","5654"
"1759","16","12","9773"
"1760","1","1","756"
"1761","49","36","50011"
"1762","15","19","25485"
"1763","57","69","69733"
"1764","13","21","42424"
"1765","96","90","89216"
"1766","88","85","78662"
"1767","74","80","78713"
"1768","39","40","36710"
"1769","25","21","27375"
"1770",".",".","."
"1771",".",".","."
"1772","17","14","14380"
"1773","98","97","96768"
"1774","26","29","28644"
"1775","32","27","35079"
"1776","30","45","50946"
"1777","78","62","59015"
"1778","55","45","46099"
"1779","23","24","28861"
"1780","74","77","73734"
"1781","65","53","39081"
"1782","51","58","70068"
"1783","7","6","2479"
"1784","62","77","81518"
"1785","10","8","9875"
"1786","25","25","37054"
"1787","30","37","47805"
"1788","62","59","77653"
"1789",".",".","."
"1790","59","65","71533"
"1791","47","59","62787"
"1792","76","80","87518"
"1793","59","61","70892"
"1794",".",".","."
"1795","63","49","40415"
"1796","57","42","43711"
"1797","51","49","56703"
"1798","64","77","85903"
"1799","39","35","49292"
"1800","97","93","92644"
"1801","90","79","82873"
"1802","65","71","77562"
"1803","73","73","70548"
"1804","98","90","91449"
"1805","41","46","61837"
"1806","50","51","55796"
"1807","25","27","28020"
"1808","94","90","89408"
"1809","47","46","53998"
"1810","49","39","53687"
"1811","24","22","26227"
"1812","9","9","16592"
"1813","14","22","20562"
"1814","42","37","36147"
"1815",".",".","."
"1816","19","12","13736"
"1817","38","32","48100"
"1818","7","4","3815"
"1819","83","74","79036"
"1820",".",".","13650"
"1821",".",".","."
"1822","3","5","10564"
"1823","9","10","28584"
"1824","3","5","6023"
"1825",".",".","."
"1826","68","54","62879"
"1827","55","44","49943"
"1828","10","8","10991"
"1829","9","9","8102"
"1830","15","17","7878"
"1831","21","21","24374"
"1832","20","14","16095"
"1833","7","6","2225"
"1834","21","21","21741"
"1835","32","27","30175"
"1836","47","42","51237"
"1837","23","18","17492"
"1838","18","13","13046"
"1839","11","5","6120"
"1840","16","13","22108"
"1841","88","92","92678"
"1842","65","65","74942"
"1843","99","97","93330"
"1844","96","85","87281"
"1845","81","68","61673"
"1846","89","87","73252"
"1847","76","73","74288"
"1848","35","29","29189"
"1849","38","35","48023"
"1850","77","72","78006"
"1851","48","46","34652"
"1852","89","91","95156"
"1853","65","61","63435"
"1854","85","80","80983"
"1855","18","16","11373"
"1856","78","82","89788"
"1857","68","67","64656"
"1858","62","73","75798"
"1859","50","45","38374"
"1860","32","32","40414"
"1861","80","86","90372"
"1862","34","32","31547"
"1863","75","58","61428"
"1864","20","19","24149"
"1865","35","32","27567"
"1866","49","41","42755"
"1867","84","86","89968"
"1868","42","41","35098"
"1869","30","22","26004"
"1870","72","58","62593"
"1871","62","71","67714"
"1872","16","21","18192"
"1873","14","13","16817"
"1874",".",".","."
"1875","95","95","90923"
"1876","72","77","80183"
"1877","98","95","91581"
"1878","34","40","29321"
"1879","67","75","84163"
"1880","94","92","88272"
"1881","34","40","42474"
"1882","62","66","69410"
"1883","48","49","59426"
"1884","44","32","42428"
"1885","62","64","65232"
"1886","98","99","97470"
"1887","4","7","9128"
"1888","8","8","9400"
"1889","40","42","42279"
"1890","9","8","13298"
"1891","49","47","46449"
"1892","56","63","71671"
"1893","34","40","31948"
"1894","36","35","40716"
"1895","81","84","84709"
"1896","80","85","85085"
"1897","51","71","54847"
"1898","95","88","86838"
"1899","20","27","24004"
